Time,Angle,Score
0.0,179.0,0.0
0.033400000000256114,179.0,0.0
0.06669999999940046,177.0,0.948725979883446
0.10009999999965657,174.0,0.9221377994227726
0.13329999999768916,171.0,0.8996828528420254
0.16660000000047148,170.0,0.8852983017476451
0.19989999999961583,169.0,0.8711781632488113
0.2330999999976484,168.0,0.8575583047725914
0.26640000000043074,167.0,0.8445654982118326
0.2995999999984633,166.0,0.8322950519094164
0.33289999999760767,165.0,0.8208472660555177
0.36620000000039,164.0,0.8102298223818023
0.3993999999984226,163.0,0.8005066217702907
0.4326999999975669,162.0,0.7916852459673671
0.4658999999992375,161.0,0.7837395628551311
0.4991999999983818,160.0,0.7766223396509946
0.5324999999975262,159.0,0.7703062226168736
0.5656999999991967,158.0,0.7647176469937803
0.5989999999983411,157.0,0.7598450190259783
0.6322000000000116,156.0,0.7555996775405776
0.665499999999156,155.0,0.7518823010736686
0.6987999999983003,154.0,0.748721544269011
0.7319999999999709,153.0,0.7459884425731561
0.7652999999991152,152.0,0.743643548220851
0.7984999999971478,151.0,0.7416385222813551
0.8317999999999302,150.0,0.7399539991249182
0.8650999999990745,149.0,0.7385449887438971
0.8982999999971071,148.0,0.7373731701482547
0.9315999999998894,147.0,0.7363980674211419
0.964799999997922,146.0,0.7355858516074262
0.9980999999970663,145.0,0.7349257742173685
1.0313999999998487,144.0,0.7344079558344133
1.0645999999978812,143.0,0.7339991124670343
1.0978999999970256,142.0,0.7336957433572615
1.1310999999986961,141.0,0.7334638512609882
1.1643999999978405,140.0,0.7333131195178139
1.1976999999969848,139.0,0.7332109790934672
1.2308999999986554,138.0,0.7331506449075156
1.2641999999977998,137.0,0.7331471865348558
1.2973999999994703,136.0,0.7331969084858173
1.3306999999986147,135.0,0.7332567089910264
1.363999999997759,134.0,0.7333860948950693
1.3971999999994296,133.0,0.7335380660507549
1.430499999998574,132.0,0.7337152735029016
1.4637000000002445,131.0,0.7339111957214145
1.4969999999993888,130.0,0.7341288189388999
1.5302999999985332,129.0,0.7343456764026945
1.5635000000002037,128.0,0.7345975051273906
1.596799999999348,127.0,0.7348823613800728
