State,Repeat,Angle,Weight,Filtered_Weight,Current,Filtered_Current,Inter_Torque,Gravity_Torque,Inter_Force,Motor_Torque,Human_Torque
Extension,1,179,-304.32451219512194,-304.0540828757425,100.61256097560975,92.53634725121111,-10312.273941202828,0.050901996338852264,-2979.730012182277,0.09579051614680206,-1.1579811378112916
Extension,1,180,-65.90738095238096,-66.59498080776245,-33.304761904761904,-47.11731917805747,-1744.2241831317779,0.0,-652.630811916072,0.3558833639709653,-0.5269333270030107
Flexion,2,180,-42.86666666666667,-40.27185408720954,-894.8733333333333,-300.2600616758056,-1053.7697746651913,0.0,-394.66417005465354,0.8273397781540112,-0.9306792930764172
Flexion,2,179,-294.5436363636364,-292.53409570979534,-469.52727272727276,-118.48299973403604,-9979.786500994305,0.051251888205311055,-2866.8341379559947,0.48879575766107347,-1.518730391221838
Flexion,2,178,-643.04,-647.6365328535783,613.32,459.79611453414395,-22667.27864987524,0.10873619743391626,-6346.838021965067,-0.5881989644461548,-1.743437942996609
Flexion,2,176,-275.2607142857143,-257.7424269969644,37.46785714285714,-126.83103916120032,-8812.791939065059,0.19617158355703074,-2525.875784570251,0.5043432574430377,-1.5647545126915703
Flexion,2,173,-227.83599999999998,-217.47093754903116,-130.196,-115.17165541262403,-7427.864291477794,0.34034557485211164,-2131.2151879805056,0.48262866590685427,-1.5513989035698335
Flexion,2,170,-165.984,-178.91733913032294,-32.63866666666666,-70.3460826449701,-6124.660142115713,0.48494877545698467,-1753.389923477165,0.399144922339024,-1.4847176892669407
Flexion,2,166,-134.07466666666667,-144.80172035204754,-109.93133333333334,-29.5658974169769,-4950.896304700788,0.675617381095234,-1419.056859450066,0.32319536238874763,-1.4843298221280972
Flexion,2,163,-120.09133333333332,-122.2610756698322,129.12,-10.610570373142984,-4147.416155980907,0.8165090016407582,-1198.1585415643556,0.28789270891515517,-1.5111243021927736
Flexion,2,160,-114.27133333333333,-110.94530524657984,-72.45066666666666,-20.44013372002814,-3714.4620883081216,0.9551626277676298,-1087.2639914164824,0.3061994185714622,-1.6256263473581523
Flexion,2,157,66.148,70.43740266805574,-57.565999999999995,-13.345573476339435,2225.811534299342,0.9973459439707639,690.2865461469463,0.2929864151106783,-1.0720548094750575
Flexion,2,156,-194.128,-195.41614934566957,-57.835,-58.738268248142745,-6411.085334299061,1.1847453318635854,-1915.0782635875619,0.3775263742501755,-2.1909844140514263
Flexion,2,153,-106.01533333333333,-105.95878900996242,-105.986,-60.33202640503181,-3480.2035381974347,1.2678632155880407,-1038.3961322976318,0.3804946106622013,-1.9896492108724964
Flexion,2,150,-107.03999999999999,-105.65546347742824,34.43200000000001,-66.65089784392435,-3462.8931334540325,1.3963543469691664,-1035.4235420787968,0.3922629609647601,-2.128211121727807
Flexion,2,147,-104.61,-103.9366619388623,-162.83466666666666,-63.80316813358341,-3402.941277406727,1.5210181681446504,-1018.5792870008506,0.38695931123515426,-2.2416920244077962
Flexion,2,144,134.2,136.20233062627588,-164.09,-133.36199810576085,4154.171084101415,1.4808327166911806,1334.7828401375036,0.5165066023400638,-1.589954295227424
Flexion,2,143,-116.19785714285715,-116.48264855785307,-15.37142857142858,-44.49170283592925,-3778.1366309756995,1.6924451561757883,-1141.52995586696,0.350993381135723,-2.413947177948553
Flexion,2,140,-95.50333333333333,-92.4130273563504,-66.174,-36.23444537082735,-2986.6489738157843,1.7951185459274381,-905.647668092234,0.33561495488865106,-2.4236237161344083
Flexion,2,137,-81.24066666666667,-82.86632022692785,79.086,-40.72117767234302,-2639.05592040325,1.9046227493982253,-812.089938223893,0.3439711048671188,-2.5073968349773548
Flexion,2,134,149.464,149.6818704392538,-151.716,-71.56692221329676,4867.328506132451,2.0294646654367394,1466.8823303046872,0.4014186302063597,-1.9535614186215855
Flexion,2,133,-180.503,-183.28977074891347,-119.705,-65.16468596764447,-5817.599470134568,2.0320070914853465,-1796.239753339352,0.3894950201777024,-2.992013737361902
Flexion,2,130,-61.63066666666666,-61.695260958136615,-114.77333333333333,-95.61387033987586,-1876.471360704699,2.139338976241519,-604.6135573897388,0.44620398657857935,-2.7695619438566554
Flexion,2,127,-50.316666666666656,-51.021118092842244,-167.13866666666667,-109.58385481553569,-1507.3784216501813,2.23035633219695,-500.00695730985404,0.4722218716741633,-2.850401531739218
Flexion,2,124,96.44999999999999,95.53748081250433,43.93666666666666,-122.85860781796477,3161.0089024522113,2.2197556486429963,936.2673119625425,0.49694494841710607,-2.406711513582542
Flexion,2,123,-243.86166666666668,-241.93522550343536,-26.45166666666667,-106.74149203440147,-7560.52743614636,2.4870843438692467,-2370.9652099336668,0.4669282173849718,-3.6954470345073016
Flexion,2,120,-25.80866666666667,-25.799643070425205,-191.34866666666667,-124.8362434109659,-697.6101517218584,2.418556674320257,-252.83650209016702,0.5006281232774139,-2.9875969844121846
Flexion,2,117,-11.090000000000002,-8.922621558538657,-142.21133333333333,-125.9713669375978,-173.1549926822087,2.4883216664566303,-87.44169127367884,0.5027421924474018,-3.0080445632100155
Flexion,2,114,85.62583333333333,90.27493890485717,-166.33166666666668,-139.55840061859084,2854.4093906495987,2.5976992369286576,884.6944012676003,0.5280468648840695,-2.8458241597420217
Flexion,2,113,-311.6566666666667,-304.2454559477051,-80.7,-6.238522329933214,-9120.237877720776,2.3835554222972983,-2981.6054682875106,0.2797501484263589,-3.5576953899420607
Flexion,2,111,427.49,434.72757119570133,403.5,-103.49119100701557,14780.737420653844,2.971168369740286,4260.3301977178735,0.46087481347432857,-1.982547978504339
Flexion,2,110,10.159285714285717,4.617986762632119,-18.061428571428575,-96.38275040045497,172.83628118140973,2.5981211092013132,45.256270273794776,0.44763595904091724,-3.028807618858038
Flexion,2,107,58.404666666666664,53.92928906812338,-182.382,-90.05726424388331,1795.736711865061,2.6706806060325454,528.5070328676092,0.43585528940007895,-2.9304342789372644
Flexion,2,104,70.85466666666667,71.8583586733492,-7.531999999999996,-91.5755289945338,2358.8476925789923,2.7097533104621845,704.2119149988222,0.4386829258871434,-2.9171122961609703
