Number,State,Angle,Weight,Filtered_Weight,Current,Filtered_Current,Inter_Torque,Gravity_Torque,Angle_int,Motion,Inter_Force,Motor_Torque,Human_Torque
1,Extension,156,18.858571428571427,17.609749396253783,-3.4585714285714286,-4.175763877456398,616.3412288688822,1.3325329371662065,156,90.079,184.814,0.27590843961916633,-1.547998948895252
2,Extension,59,18.681428571428576,-7.053788523758166,5.38,3.974680552839364,-246.88259833153592,2.6706721199323966,59,50.0,183.07800000000006,0.26072894339031594,-2.9556119759601245
2,Extension,60,427.1325,426.29477504899626,-0.6725000000000002,-3.311450423415589,14920.31712671487,2.6982712699677265,60,50.0,4185.8985,0.27429873073416494,-1.5093867025729737
2,Extension,61,458.73375,443.6490957173465,-6.0525,3.968796299276624,15527.718350107127,2.7250485004354834,61,50.0,4495.59075,0.2607399023024991,-1.4630393917771753
2,Extension,62,756.1766666666666,768.8966984562239,18.83,6.64072929369986,26911.38444596784,2.7509956547318697,62,50.0,7410.531333333333,0.2557636587173236,-0.3676539970907949
2,Extension,63,832.0,855.6671855783947,10.76,-7.766067941882396,29948.351495243813,2.7761048291023322,63,50.0,8153.6,0.2825950697130793,-0.12176984952877562
2,Extension,64,996.27,953.4518663981717,37.66,21.247489322931308,33370.81532393601,2.8003683750491177,64,50.427,9763.446,0.22855983435220298,0.24363089321330963
2,Extension,65,637.3025,610.1714167447966,8.7425,-1.1637051414211463,21355.999586067883,2.823778901661087,65,50.858,6245.5645,0.27029874132409265,-0.999769482923794
2,Extension,66,928.63,918.0547490138765,-43.04,-3.4448841422135574,32131.91621548568,2.8463292778650486,66,51.289,9100.574,0.27454723946870296,0.030188084315774022
2,Extension,67,986.37,1007.6738338128334,5.38,-7.924153148197932,35268.58418344917,2.868012634597962,67,51.72,9666.426000000001,0.28288948970620065,0.3077645305405061
2,Extension,69,568.6899999999999,559.2297921711794,-12.553333333333335,-15.860961173615683,19573.04272599128,2.9087521359230597,69,52.582,5573.162,0.29767110665007157,-1.2869634236557426
2,Extension,70,1026.75,1005.611640683058,16.14,-10.957585525182317,35196.40742390703,2.9277958708684877,70,53.013,10062.150000000001,0.2885389945547646,0.2352536671416937
2,Extension,72,1027.86,999.922496839095,10.76,3.981018994876491,34997.28738936832,2.9632023065613877,72,53.875,10073.028,0.26071713859147067,0.20814208229647696
2,Extension,73,1009.27,1010.1659407595998,-57.834999999999994,-26.713163709174133,35355.80792658599,2.979554222165558,73,54.306,9890.846000000001,0.31788239314764144,0.1697837668466594
2,Extension,74,355.725,364.6416305830473,4.034999999999999,-11.772371580465377,12762.457070406657,2.994998536690067,74,54.737,3486.1050000000005,0.29005646295287013,-2.0334854874191777
2,Extension,76,976.15,971.3921721188458,-99.53,-45.15148854905978,33998.7260241596,3.0231458224459473,76,55.599,9566.27,0.3522221748327988,-0.04123188919694837
2,Extension,78,1072.32,1047.4919399508149,-78.01,-21.653160838402677,36662.21789827852,3.0476098706970927,78,56.461,10508.736,0.3084585764279856,0.23926699015428599
2,Extension,79,985.5699999999999,986.3498822346364,-43.04,-21.94879848645255,34522.24587821228,3.0584511901633022,79,56.892,9658.586,0.30900917592008176,0.01801550241927158
2,Extension,80,589.5333333333333,589.7190151655576,2.69,-6.5577621632566805,20640.165530794515,3.068360875769106,80,57.323,5777.426666666667,0.280344704942568,-1.3245967619251806
2,Extension,82,873.46,926.8564979104987,-91.46,-47.9025832221373,32439.977426867452,3.0853735557587547,82,58.185,8559.908000000001,0.3573458501823251,-0.261444319121095
2,Extension,84,919.94,918.4771163920047,10.76,-36.160522222340305,32146.699073720167,3.098627183336074,84,59.047,9015.412000000002,0.33547727943263383,-0.28159015793367936
2,Extension,85,980.11,994.1611895103727,24.21,-36.194498068325615,34795.641632863044,3.103839126899559,85,59.478,9605.078000000001,0.3355405565005799,-0.0270928497828008
2,Extension,86,334.495,355.4967953220898,-51.11,-16.38935133772247,12442.387836273141,3.108105610997425,86,59.909,3278.0510000000004,0.2986551875271348,-2.186579356249431
2,Extension,87,1005.44,996.8242904409276,12.105,17.691410200282338,34888.850165432465,3.111425336017287,87,60.34,9853.312000000002,0.23518272345885072,0.07481940881675253
2,Extension,89,851.82,875.2304403656319,16.14,-34.55171324826742,30633.065412797117,3.11522075264141,89,61.202,8347.836000000001,0.33248101217828563,-0.44362421728273216
2,Extension,90,891.63,876.6184926658023,10.76,-13.999939007449877,30681.64724330308,3.1156952881250004,90,61.633,8737.974,0.2942051141885911,-0.4010586046346807
2,Extension,92,347.135,351.26047843723023,-2.6899999999999995,-11.779170685693817,12294.11674530306,3.113797290738744,92,62.495,3401.9230000000002,0.2900691256969766,-2.198225401288265
2,Extension,93,900.09,924.1329684200505,-107.6,-36.260194275360675,32344.653894701765,3.111425336017287,93,62.926,8820.882000000001,0.3356629099912965,-0.27516120447469766
2,Extension,94,935.96,943.8426081007221,5.38,8.556680731372342,33034.491283525276,3.108105610997425,94,63.357,9172.408000000001,0.2521953652492146,-0.12072399556071223
2,Extension,95,887.595,872.5673490438348,30.935000000000002,1.3654215533775478,30539.85721653422,3.103839126899559,95,63.788,8698.431,0.26558846209278103,-0.37449064315052455
2,Extension,96,824.31,835.3480297965946,34.97,-9.488225945781819,29237.18104288081,3.098627183336074,96,64.219,8078.238,0.2858024397098007,-0.5172415718135015
2,Extension,99,353.105,337.97539941075087,5.380000000000001,-4.926465157800042,11829.138979376281,3.0773359089282715,99,65.512,3460.4290000000005,0.27730655567914614,-2.1946001921225555
2,Extension,101,828.9433333333333,848.9968101947364,-26.900000000000002,-11.344583614691437,29714.888356815773,3.0584511901633022,101,66.374,8123.644666666667,0.28925974494948425,-0.43367579898218755
2,Extension,102,809.415,814.2121973099981,-39.004999999999995,2.4009630328495204,28497.426905849934,3.047609870697092,102,66.805,7932.267,0.2636598558533428,-0.5166267753204818
2,Extension,106,-233.49,-285.63965571302367,-13.45,-15.802041913720547,-9997.387949955828,2.994998536690067,106,68.529,-2288.202,0.29756137463594234,-4.272968769198016
2,Extension,107,835.27,831.5131830033752,8.966666666666667,-1.0161469716368472,29102.96140511813,2.9795542221655578,107,68.96,8185.646000000001,0.2700239270239729,-0.3955525482313296
2,Extension,108,764.335,768.0715567656688,12.105,1.7367141397359105,26882.504486798407,2.9632023065613877,108,69.391,7490.483000000001,0.2648969618362456,-0.5918261085911687
2,Extension,109,820.61,843.4767973533013,5.38,-3.3768161999828816,29521.687907365547,2.945947770829453,109,69.822,8041.978000000001,0.2744204688267788,-0.32527959564277514
2,Extension,112,795.63,781.4221780323403,5.38,-2.1740659670567957,27349.77623113191,2.888822366899315,112,71.115,7797.174000000001,0.27218045077854974,-0.4789059527725206
2,Extension,113,738.92,774.4835471980161,-40.35,-8.968799366288634,27106.924151930565,2.8680126345979624,113,71.546,7241.416,0.28483505273207055,-0.49456647615278915
2,Extension,114,150.395,180.61755620961253,-2.6900000000000013,-7.998121594868163,6321.614467336439,2.8463292778650486,114,71.977,1473.871,0.2830272495261573,-2.5094179143401982
2,Extension,115,899.79,873.1404461867869,13.45,16.15073284507928,30559.915616537543,2.8237789016610866,115,72.408,8817.942000000001,0.23805210147905415,-0.06492700018936443
2,Extension,117,869.38,829.7000036525814,16.14,10.723698628237461,29039.500127840347,2.776104829102332,117,73.27,8519.924,0.24815948226459533,-0.17646213583609355
2,Extension,118,777.425,770.4874129715977,8.07,1.3167548407211296,26967.059454005917,2.7509956547318697,118,73.701,7618.765,0.26567909962642183,-0.37210958475463946
2,Extension,119,709.96,748.2161396497547,-40.35,-4.707255694967679,26187.564887741417,2.725048500435483,119,74.132,6957.608000000001,0.2768982970568281,-0.4338239327441178
2,Extension,120,735.49,760.4994495340927,8.07,-1.1634123097382916,26617.480733693246,2.698271269967726,120,74.563,7207.802000000001,0.2702981959504675,-0.35828625832639033
2,Extension,122,193.68,191.52538614534893,0.0,-1.6998410258383672,6703.388515087213,2.642259457297954,122,75.425,1898.0640000000003,0.27129724793379506,-2.2561788470505006
2,Extension,123,746.82,748.0471748249416,18.83,14.470184536867187,26181.651118872956,2.6130419368366757,123,75.856,7318.836000000001,0.24118197702450103,-0.28668099173510353
2,Extension,124,781.65,795.9970784074058,0.0,3.063495589579964,27859.8977442592,2.583028458488332,124,76.287,7660.17,0.2624259463981727,-0.11333170797738396
2,Extension,125,822.1700000000001,798.8690788232777,12.105,6.681530184455077,27960.41775881472,2.5522281646491733,125,76.718,8057.266000000001,0.25568767059512376,-0.06593549220230954
2,Extension,126,754.83,755.8750763047398,8.07,-5.470358651767934,26455.62767066589,2.520650437387074,126,77.149,7397.334000000001,0.27831951016416706,-0.2045591035668179
2,Extension,127,716.07,728.6254480379154,18.83,17.039696980038872,25501.890681327037,2.488304895583657,127,77.58,7017.486000000001,0.23639648283768974,-0.22382018409227364
2,Extension,129,120.0,144.52891443588115,-5.380000000000001,-4.190958478706005,5058.5120052558395,2.4213500102968575,129,78.442,1176.0,0.2759367382468473,-2.2012161746667926
2,Extension,130,853.89,822.796221992947,13.45,11.633460447993716,28797.867769753146,2.3867610619201396,130,78.873,8368.122000000001,0.24646512973814777,0.1908799439266084
2,Extension,131,711.42,722.4114082038361,8.07,18.16053234116674,25284.399287134263,2.3514450830028877,131,79.304,6971.916,0.23430902413738114,-0.10620153289125117
2,Extension,132,757.49,766.6068653791594,18.83,0.6375075598081228,26831.24028827058,2.315412831134393,132,79.735,7423.402000000001,0.26694413880646345,0.04888888927669638
2,Extension,133,869.55,821.6599670963318,-18.83,-0.0884248872656419,28758.098848371614,2.278675282087627,133,80.166,8521.59,0.26829612506156836,0.27323472945740307
2,Extension,135,715.8,733.2395736395804,21.52,12.275316306341363,25663.385077385316,2.203129266344162,135,81.028,7014.84,0.24526972884135273,0.0683193895361674
2,Extension,136,855.46,829.0440397167912,18.83,16.046490164146054,29016.541390087692,2.1643438116956886,136,81.459,8383.508000000002,0.23824624443599887,0.44296063631467086
2,Extension,137,-471.96,-486.79635315322133,-21.52,-19.80159081033609,-17037.872360362748,2.124899076955704,137,81.89,-4625.2080000000005,0.30501018775435473,-4.100753795802411
2,Extension,138,766.82,753.9655322462605,-107.6,-22.540646319451344,26388.793628619118,2.084807077372519,138,82.321,7514.836000000001,0.3101114412046182,0.1929381447394909
2,Extension,139,736.87,751.0464000689838,16.14,17.756188852125,26286.62400241443,2.0440800253575864,139,82.752,7221.326000000001,0.23506207883514155,0.29869514134818165
2,Extension,140,767.115,771.3207665304874,17.485,-3.975761918430078,26996.22682856706,2.0027303267654823,140,83.183,7517.727000000001,0.27553595330768155,0.36915923190429223
2,Extension,142,820.75,807.0537039177431,18.83,14.05133996523213,28246.87963712101,1.9182135577522397,142,84.045,8043.35,0.24196203873156283,0.6098970607046397
2,Extension,143,-453.27,-469.6026249403817,-32.28,-9.974101018066463,-16436.09187291336,1.875072231957675,143,84.476,-4442.046,0.28670733991377273,-3.7736095960402665
2,Extension,144,767.62,758.2331782381166,20.175,-1.8834970965499576,26538.16123833408,1.8313597409970233,144,84.907,7522.676,0.27163929144523963,0.4995055897589025
2,Extension,145,745.0,739.6781322045597,-69.94,-13.052506150476917,25888.73462715959,1.7870894001184834,145,85.338,7301.000000000001,0.29244060262084726,0.4592876238865471
2,Extension,146,707.44,723.663609475351,13.45,18.71135502709821,25328.226331637285,1.7422746944967442,146,85.769,6932.912000000001,0.23328316463298615,0.508292680033743
2,Extension,147,754.565,774.6132781725012,8.07,-4.773030499667409,27111.46473603754,1.696929275125267,147,86.2,7394.737000000001,0.27702079692888193,0.6847764183200885
2,Extension,148,809.16,787.2016051446705,5.38,-1.4401607351232149,27552.056180063464,1.6510669546580636,148,86.631,7929.768,0.27081361590276554,0.7800531812088755
2,Extension,149,-440.96,-444.9292035214819,-8.07,7.7786065921100205,-15572.522123251867,1.6047017032022268,149,87.062,-4321.408,0.2536444608861098,-3.3854889243241617
2,Extension,150,712.01,700.7415982323423,10.76,0.25395223256255894,24525.95593813198,1.5578476440625,150,87.493,6977.698,0.26765847735490356,0.5796685672000748
2,Extension,151,777.49,757.1572903775309,8.07,-9.251617729067222,26500.50516321358,1.5105190494391831,151,87.924,7619.402000000001,0.28536177741659075,0.8029309958075889
2,Extension,152,718.5550000000001,721.1461988997178,21.52,8.224314925862883,25240.116961490123,1.4627303360806803,152,88.355,7041.839000000001,0.2528143677507931,0.7596652576744949
2,Extension,153,742.46,745.7918576050963,-52.455,-21.437620445947225,26102.71501617837,1.41449606089202,153,88.786,7276.108000000001,0.3080571511311906,0.8372487226894444
2,Extension,154,-405.33,-414.47317499559404,88.77,23.70701632636822,-14506.561124845792,1.3658309165006814,154,89.217,-3972.234,0.2239791785127923,-3.012417789668692
2,Extension,155,709.45,704.5990127753222,6.725,2.7788404560539886,24660.965447136274,1.3167497267810755,155,89.648,6952.610000000001,0.26295609190898916,0.8387087801106873
2,Extension,156,707.04,702.3921358504963,-80.7,-5.044870531745388,24583.72475476737,1.2672674423390509,156,90.079,6928.992,0.27752707542413063,0.8660453565829715
2,Extension,157,721.2,711.5640834259038,21.52,6.050440187297156,24904.742919906632,1.2173991359577945,157,90.51,7067.760000000001,0.2568630210086933,0.9680588456719552
2,Extension,158,137.28,145.73771622035886,-57.835,-8.885055850931236,5100.820067712561,1.1671599980065148,158,90.941,1345.344,0.2846790876940374,-0.9516195081639238
2,Extension,159,666.0633333333334,669.0825236191495,29.59,1.388329842442656,23417.888326670232,1.11656533181331,159,91.372,6527.420666666668,0.26554579739020595,0.9143992456115777
2,Extension,160,171.18999999999997,192.82338410005923,41.695,14.485462869525172,6748.818443502072,1.0656305490036233,160,91.803,1677.6619999999998,0.24115352245433022,-0.6449510591451089
2,Extension,161,661.07,650.1681917306387,24.21,8.951865341703716,22755.886710572355,1.0143711648057154,161,92.234,6478.486000000001,0.25145936816911335,0.9657596595289635
2,Extension,162,426.72499999999997,418.9494526857043,-4.7075,1.0690221744530568,14663.23084399965,0.9628027933245733,162,92.665,4181.905,0.26614048024260045,0.20902847229698435
2,Extension,163,363.28444444444443,364.12264540555066,0.5977777777777776,-1.7150733609128468,12744.292589194274,0.9109411427857049,163,93.096,3560.1875555555557,0.2713256168374539,0.06752142548111567
2,Extension,164,557.63,559.999840606358,-24.8825,-13.751056820382097,19599.99442122253,0.8588020107502584,164,93.527,5464.774,0.2937415926895694,0.7695592739315946
2,Extension,165,455.7236842105263,457.09080152618606,-0.8494736842105262,0.9642817170378659,15998.17805341651,0.8064012793029358,165,93.958,4466.092105263158,0.266335550265093,0.49614851847454516
2,Extension,166,568.24,566.777574368009,-88.77,-34.786009668428534,19837.215102880316,0.753754910214153,166,94.389,5568.752,0.33291736895081314,0.858694000480323
2,Extension,167,405.38428571428574,404.8917046785919,2.69,-0.8755931603051701,14171.209663750717,0.7008789400779311,167,94.82,3972.7660000000005,0.2697621577342972,0.41907985236495987
2,Extension,168,527.92,528.4934526515615,13.45,-19.389869333169422,18497.270842804654,0.6477894754269947,168,95.251,5173.616,0.30424339219327373,0.8619297665719368
2,Extension,169,397.3,398.3593849753685,-0.7685714285714286,-0.0965688656287985,13942.5784741379,0.5945026878265657,169,95.682,3893.5400000000004,0.26831129251530766,0.5044859089937968
4,Extension,59,130.605,106.83618715603757,0.0,0.0,3205.085614681127,2.053360922521103,59,50.0,1279.929,0.26813144137416156,-2.007180831462895
4,Extension,60,109.05,133.60032662015357,0.0,0.0,4008.009798604607,2.074580680556686,60,50.0,1068.69,0.26813144137416156,-1.9496606240136227
4,Extension,61,416.198,395.9035936058698,0.0,0.0,11877.107808176093,2.0951685012200576,61,50.0,4078.7404,0.26813144137416156,-1.1985535348999907
4,Extension,63,469.31,463.20340687096507,0.0,0.0,13896.102206128951,2.134423439836242,63,50.0,4599.238,0.26813144137416156,-1.0398127568694397
4,Extension,64,528.77,489.75317579668825,0.0,0.0,14692.595273900646,2.153078600354481,64,50.427,5181.946,0.26813144137416156,-0.9803586289629491
4,Extension,65,605.32,586.2459682325298,0.0,0.0,17587.379046975893,2.1710779122737125,65,50.858,5932.136000000001,0.26813144137416156,-0.7144766243869392
4,Extension,66,518.2950000000001,503.8322454648748,0.0,0.0,15114.967363946243,2.1884158928291604,66,51.289,5079.291000000001,0.26813144137416156,-0.9742753683420124
4,Extension,68,582.665,547.6148224841182,0.0,0.0,16428.444674523547,2.2210869376380535,68,52.151,5710.117,0.26813144137416156,-0.8781382888338354
4,Extension,69,512.59,522.8395916098634,0.0,0.0,15685.1877482959,2.236410049974758,69,52.582,5023.3820000000005,0.26813144137416156,-0.9663500074540965
4,Extension,70,581.35,543.206679521929,0.0,0.0,16296.20038565787,2.2510519301456493,70,53.013,5697.2300000000005,0.26813144137416156,-0.9210720160605301
4,Extension,71,383.47,412.48444292300036,0.0,0.0,12374.53328769001,2.265008118092189,71,53.444,3758.0060000000003,0.26813144137416156,-1.3196123753645375
