Number,State,Angle,Weight,Filtered_Weight,Current,Filtered_Current,Inter_Torque,Gravity_Torque,Angle_int,Motion,Inter_Force,Motor_Torque,Human_Torque
2,Extension,93,-217.43400000000003,-211.83257110656933,174.31199999999998,221.27031662833082,-7414.139988729927,3.111425336017287,93,62.926,-2130.8532000000005,-0.14396534249341464,-3.6945387619821872
2,Extension,96,-207.86399999999998,-216.10867881261078,381.442,232.30420710117983,-7563.803758441378,3.098627183336074,96,64.219,-2037.0672,-0.16451500702454036,-3.6758679470290505
2,Extension,100,-210.656,-222.36853544553787,235.644,209.85973962329058,-7782.898740593826,3.068360875769106,100,65.943,-2064.4288,-0.12271413194921488,-3.708888392878112
2,Extension,103,-235.32200000000003,-231.83232171508817,-23.67199999999999,184.68468810216237,-8114.131260028084,3.035840219741409,103,67.236,-2306.1556000000005,-0.07582778079447017,-3.755736902285668
2,Extension,106,-255.41199999999998,-241.04739267513645,321.724,187.84689612780022,-8436.658743629776,2.994998536690067,106,68.529,-2503.0376,-0.08171711912571356,-3.740635022776252
2,Extension,109,-244.892,-247.92708329709322,133.424,213.83157745974827,-8677.447915398263,2.945947770829453,109,69.822,-2399.9416,-0.13011133562022098,-3.6668033920348924
2,Extension,113,-245.996,-254.92512459144274,300.204,239.25844128825437,-8922.379360700495,2.8680126345979624,113,71.546,-2410.7608000000005,-0.17746666536906697,-3.565532495940984
2,Extension,116,-264.928,-264.9659185638058,290.52,249.47764890127442,-9273.807149733204,2.800368375049118,116,72.839,-2596.2944,-0.1964990536946749,-3.5133191417783225
2,Extension,119,-280.126,-277.66824738933025,185.072,248.61364706663625,-9718.388658626558,2.725048500435483,119,74.132,-2745.2348,-0.1948899251737981,-3.4832069487823327
2,Extension,123,-295.728,-291.0046523597054,200.674,248.0743129245556,-10185.162832589689,2.6130419368366757,123,75.856,-2898.1344000000004,-0.1938854620864391,-3.4179797583844174
2,Extension,126,-299.848,-304.3027216781736,318.496,241.1761148751415,-10650.595258736077,2.520650437387074,126,77.149,-2938.5104,-0.18103816619080348,-3.3840788844300387
2,Extension,129,-322.152,-318.505045014069,206.592,208.42411095597032,-11147.676575492416,2.4213500102968575,129,78.442,-3157.0896000000002,-0.12004039800403088,-3.3945232510966834
2,Extension,132,-358.84,-365.7894717446422,258.24,250.86091015246896,-12802.631511062476,2.315412831134393,132,79.735,-3516.632,-0.19907525786680252,-3.3718468523260654
2,Extension,133,-322.0625,-327.0669941264029,256.22249999999997,126.21642710505455,-11447.344794424102,2.278675282087627,133,80.166,-3156.2125,0.033064286982112834,-3.4343406216394743
2,Extension,136,-351.174,-353.40935588016885,-126.42999999999999,100.70544231908389,-12369.32745580591,2.1643438116956886,136,81.459,-3441.5052,0.08057628472219797,-3.4579367628007396
2,Extension,139,-376.41400000000004,-372.6395201828694,262.544,86.47526537734264,-13042.383206400427,2.0440800253575864,139,82.752,-3688.857200000001,0.10707875573103309,-3.4301796700771856
2,Extension,142,-409.2133333333333,-406.1318940920925,-231.34,108.17630797577219,-14214.616293223238,1.9182135577522397,142,84.045,-4010.2906666666668,0.06666244504979707,-3.3788536892625674
2,Extension,143,-362.1,-365.2704819355222,122.395,108.71733807796736,-12784.466867743278,1.875072231957675,143,84.476,-3548.5800000000004,0.06565482338373926,-3.194454991383156
2,Extension,146,-401.354,-402.76013660804284,341.63,143.38778614700078,-14096.6047812815,1.7422746944967442,146,85.769,-3933.2692,0.001084119268485395,-3.1257635241426365
2,Extension,149,-414.72799999999995,-410.47464599751237,68.326,167.16617048628976,-14366.612609912936,1.6047017032022268,149,87.062,-4064.3343999999997,-0.043201060330401164,-2.970384076312712
2,Extension,152,-429.455,-425.50953993445296,291.865,165.54501561521315,-14892.833897705854,1.4627303360806803,152,88.355,-4208.659000000001,-0.040181799913089566,-2.8830366501845943
2,Extension,153,-384.09,-364.5270055630377,223.27,209.67909723947864,-12758.445194706319,1.41449606089202,153,88.786,-3764.082,-0.12237770116837898,-2.543294441334026
2,Extension,156,-413.41,-414.84656802970346,68.864,180.23392992410777,-14519.629881039622,1.2672674423390509,156,90.079,-4051.4180000000006,-0.06753862950252604,-2.623618114687336
2,Extension,159,-414.78999999999996,-421.70387370398913,278.146,203.6573455638673,-14759.635579639618,1.11656533181331,159,91.372,-4064.942,-0.11116271066905736,-2.4528284421363695
2,Extension,162,-433.88,-439.8581792139421,302.894,262.62117073901913,-15395.03627248797,0.9628027933245733,162,92.665,-4252.024,-0.2209777237691875,-2.2515624133857544
2,Extension,165,-459.43,-476.6519452992514,293.21,395.05195774114253,-16682.8180854738,0.8064012793029358,165,93.958,-4502.414000000001,-0.4676185847767481,-1.9748082951270018
2,Extension,166,-472.735,-469.47192882851925,297.245,384.92907764161566,-16431.517508998175,0.753754910214153,166,94.389,-4632.803000000001,-0.4487655980948554,-1.916370744423519
2,Extension,169,-508.73999999999995,-511.6520583704022,439.546,600.1194582060824,-17907.82204296408,0.5945026878265657,169,95.682,-4985.652,-0.8495390280837121,-1.5011211124698065
2,Extension,172,-560.376,-555.9853445339335,923.7459999999999,865.4920201039744,-19459.487058687675,0.4336209748950209,172,96.975,-5491.6848,-1.3437724207556805,-0.9981723660673723
2,Extension,174,-599.7,-597.3399665133701,1230.944,1085.338790861992,-20906.898827967954,0.32567884047797513,174,97.837,-5877.060000000001,-1.753217973840099,-0.6227272866445364
2,Extension,177,-629.2280000000001,-630.6245342650944,1284.2060000000001,1182.2227752761878,-22071.858699278306,0.16306289226565632,177,99.13,-6166.434400000001,-1.9336559964078965,-0.3939168545382543
2,Extension,178,-641.1081034482758,-641.182197303158,1059.7208620689655,1054.8508673775034,-22441.376905610527,0.10873619743391626,178,99.561,-6282.859413793103,-1.6964368592007493,-0.6130466545561328
3,Extension,63,337.01,327.72030940412844,1035.65,252.09390901106724,11142.490519740368,2.8356747064990513,63,50.0,3302.6980000000003,-0.2013716113582391,-1.5415980346798361
3,Extension,64,594.0225,582.9022539014405,622.735,105.12576419657613,19818.676632648978,2.8604589015373656,64,50.427,5821.420500000001,0.07234381840167567,-0.9892544432078315
3,Extension,67,543.9100000000001,503.93390570823067,-415.33600000000007,63.11588959044461,17133.752794079843,2.929554676967625,67,51.72,5330.318000000001,0.15058356822291474,-1.3998910554254032
3,Extension,70,486.192,456.84491153743875,170.00799999999998,-30.569409474914096,15532.726992272917,2.990620746659166,70,53.013,4764.681600000001,0.32506431660705287,-1.7924448722922088
3,Extension,73,341.26000000000005,417.14768857123306,-286.216,-99.95302049423432,14183.021411421923,3.043489732759613,73,54.306,3344.348000000001,0.4542852776011488,-2.106895723415833
3,Extension,77,386.76800000000003,412.56346387198266,109.752,-141.16201048918995,14027.15777164741,3.1009835197314533,77,56.03,3790.3264000000004,0.531033449258883,-2.256422683869887
3,Extension,80,456.412,444.5740487876366,-439.008,-155.29599648964486,15115.517658779649,3.1342020065730742,80,57.323,4472.8376,0.5573567729778994,-2.2092328482006973
3,Extension,83,515.328,490.60582721694755,33.894,-143.23294946159936,16680.598125376215,3.1588298635703893,83,58.616,5050.2144,0.5348903935753204,-2.0579123602645764
3,Extension,87,541.58,528.3593360792497,-189.91400000000002,-122.29585678383394,17964.21742669449,3.178190547421616,87,60.34,5307.484,0.49589687339820054,-1.9123994701238787
3,Extension,90,547.4979999999999,550.3573508672337,17.216,-107.5737246284881,18712.149929485946,3.1825521245000004,90,61.633,5365.4803999999995,0.468478178449243,-1.8159952285348187
3,Extension,93,551.23,560.5341723398435,-352.39,-96.4743566975489,19058.161859554682,3.178190547421616,93,62.926,5402.054000000001,0.4478065678283482,-1.7570298614635986
3,Extension,96,558.55,560.6982211188066,8.07,-81.87072841362045,19063.739518039423,3.165117770966065,96,64.219,5473.79,0.42060857606737856,-1.716212111794323
3,Extension,97,566.005,565.3226775784057,289.175,-91.39978873094498,19220.971037665793,3.158829863570389,97,64.65,5546.849,0.438355624880282,-1.7122521081958713
3,Extension,100,567.4440000000001,564.0723173289712,-370.68199999999996,-93.29894254588154,19178.45878918502,3.1342020065730742,100,65.943,5560.951200000001,0.44189263423215,-1.6953302880191234
3,Extension,103,562.3900000000001,560.0916621439553,126.968,-103.95954766476197,19043.11651289448,3.1009835197314533,103,67.236,5511.422000000001,0.46174708714980967,-1.695238797601928
3,Extension,106,547.924,553.9696210890131,-243.17600000000002,-106.95937866279151,18834.967117026445,3.05926545260897,106,68.529,5369.6552,0.46733401234281113,-1.679520138662129
3,Extension,110,544.738,547.2659948862963,-59.718,-82.6244630030487,18607.043826134075,2.990620746659166,110,70.253,5338.432400000001,0.4220123414025856,-1.587905401462865
3,Extension,113,540.354,539.3300656803897,-103.296,-22.10140469477675,18337.22223313325,2.9295546769676255,113,71.546,5295.4692000000005,0.3092933917543921,-1.4405808417099089
3,Extension,116,534.988,527.7759344319445,136.11399999999998,55.13478137531242,17944.381770686112,2.8604589015373656,116,72.839,5242.882400000001,0.1654476904299598,-1.26616385465609
3,Extension,119,512.05,512.8730863012618,156.02,137.41843455265914,17437.6849342429,2.7835228070860523,119,74.132,5018.09,0.012201519158751617,-1.0856715748770311
3,Extension,120,514.28,506.2618859515681,40.35,33.785948893081844,17212.904122353317,2.7561709886851355,120,74.563,5039.944,0.20520804030116535,-1.2733697453882453
3,Extension,123,491.654,492.80175294837534,146.33599999999998,146.9072885042398,16755.25960024476,2.6691127977703313,123,75.856,4818.2092,-0.005470648783249099,-1.0205124624875679
3,Extension,126,468.52799999999996,475.3050208908304,181.844,154.70197837832401,16160.370710288236,2.574738754204594,126,77.149,4591.5744,-0.019987582989795916,-0.9699601567846814
3,Extension,129,456.654,460.9941457076229,45.192,158.28512996041985,15673.80095405918,2.473307530681478,129,78.442,4475.2092,-0.026660892205383036,-0.9095718176524992
3,Extension,133,457.102,448.243214130472,305.046,166.61951986107394,15240.269280436047,2.32757127684903,133,80.166,4479.5996000000005,-0.042182970927433394,-0.7908284195104517
3,Extension,136,434.8,434.19575883520866,34.97,177.8983644677392,14762.655800397091,2.21078647270599,136,81.459,4261.040000000001,-0.06318884129890373,-0.6998756279322871
3,Extension,139,416.582,418.0171239588643,280.298,185.49051059538732,14212.582214601387,2.0879420565111464,139,82.752,4082.5036000000005,-0.07732855533525029,-0.6168352896890739
3,Extension,143,396.15999999999997,400.531291030936,178.616,180.12054713969331,13618.063895051824,1.9153076804885678,143,84.476,3882.368,-0.06732746389515887,-0.5125043366327078
3,Extension,146,386.82399999999996,381.8955358893654,127.506,159.11373713943246,12984.448220238424,1.7796605629461493,146,85.769,3790.8752,-0.028204101248348545,-0.47811705410199873
3,Extension,149,359.884,361.38100884298035,179.154,129.91123317276612,12286.954300661331,1.6391355195033832,149,87.062,3526.8632000000002,0.026183030965853338,-0.4603799312081783
3,Extension,152,329.8666666666666,334.425699837735,29.590000000000003,74.94340527953113,11370.47379448299,1.494117719536572,152,88.355,3232.693333333333,0.12855584552207508,-0.5076109825005796
3,Extension,153,347.12,344.50927429826913,102.22,146.12144686038053,11713.31532614115,1.4448484294489115,153,88.786,3401.7760000000003,-0.004007086842369445,-0.2921574905562216
3,Extension,156,318.872,312.9717667570191,119.43599999999999,91.62048828950431,10641.04006973865,1.2944605675328864,156,90.079,3124.9456000000005,0.0974962240716008,-0.34842722232446105
3,Extension,159,279.7525,285.7484852228632,45.057500000000005,84.86732326829365,9715.448497577348,1.1405246791781043,159,91.372,2741.5745,0.11007340852441866,-0.29783804548907683
3,Extension,162,255.77200000000002,260.5118053038624,118.898,138.26908971271854,8857.401380331321,0.9834626919545935,162,92.665,2506.5656000000004,0.010617247662319196,-0.12546557609779618
3,Extension,165,232.01333333333332,221.36544453461283,212.51,195.5475125020589,7526.425114176836,0.8237051018520888,165,93.958,2273.730666666667,-0.09605884959361172,0.010443925594619319
3,Extension,166,224.89499999999998,225.46183910196828,234.02999999999997,195.4180095255249,7665.702529466922,0.7699290428037898,166,94.389,2203.971,-0.09581766152580329,0.07763724539548611
3,Extension,169,177.044,176.69450616466733,245.86599999999999,258.2943458579994,6007.613209598689,0.6072595736093334,169,95.682,1735.0312000000001,-0.21291938749979322,0.19480542220762576
3,Extension,172,121.86599999999999,120.76021345041804,269.0,306.4104648800003,4105.8472573142135,0.44292564813370927,172,96.975,1194.2867999999999,-0.3025314882248178,0.2622519152749894
3,Extension,175,68.19,56.91897622348536,398.658,315.6729713198898,1935.2451915985025,0.277377694243935,175,98.268,668.2620000000001,-0.319782103547264,0.2321871343005883
3,Extension,178,-23.935,-17.382712737513287,291.1925,236.67768531123005,-591.0122330754518,0.11106946737452522,178,99.561,-234.56300000000002,-0.17266023107510264,0.003632261808045767
3,Extension,179,-97.68322033898306,-97.76745902605121,107.73677966101695,107.28641753679989,-3324.0936068857404,0.05554319318461412,179,99.992,-957.2955593220341,0.06831978885208834,-0.4498452118851387
4,Extension,64,329.448,321.7729247483552,688.1020000000001,133.54051995244873,9653.187742450657,2.153078600354481,64,50.427,3228.5904,0.019423798943997844,-1.2258480515053716
4,Extension,67,325.654,278.56410840117576,-301.28000000000003,73.27581117597842,8356.923252035273,2.205087260703992,67,51.72,3191.4092,0.13166159498428118,-1.5172146311623442
4,Extension,70,231.80599999999998,211.9052763186449,115.67,-1.2089100017880228,6357.1582895593465,2.2510519301456493,70,53.013,2271.6988,0.2703829314579354,-1.8980105902661923
4,Extension,73,84.28200000000001,145.72480363105473,-234.02999999999997,-22.154221106155482,4371.744108931641,2.290846622715479,73,54.306,825.9636000000002,0.3093917577421859,-2.1715167313427797
4,Extension,77,61.08,105.64313213710723,137.728,13.137476592187634,3169.293964113217,2.3341224209854268,77,56.03,598.5840000000001,0.24366403004546594,-2.2669848805436126
4,Extension,80,124.978,91.23234673395648,9.683999999999994,58.26176314818706,2736.9704020186946,2.3591261059243753,80,57.323,1224.7844,0.1596239579408945,-2.2503449525197117
4,Extension,83,129.756,81.19049916728395,299.12800000000004,70.28222413542453,2435.7149750185185,2.3776635901878302,83,58.616,1271.6088000000002,0.1372368913477427,-2.2760384358979224
4,Extension,86,9.9225,18.79523704662443,-200.40500000000003,65.78036491479669,563.8571113987327,2.38968406381995,86,59.909,97.2405,0.14562121390177746,-2.480009783602998
4,Extension,87,228.13,245.2728323153006,43.04,5.748386896749576,7358.184969459018,2.3922364526281545,87,60.34,2235.674,0.2574255690788005,-1.928070566215808
4,Extension,90,17.602000000000004,49.26829724252651,63.483999999999995,46.877630399716146,1478.0489172757952,2.3955194287499997,90,61.633,172.49960000000004,0.18082591834955852,-2.43139826110879
4,Extension,93,38.965999999999994,48.02144392678012,43.578,66.02063762449399,1440.643317803404,2.3922364526281545,93,62.926,381.86679999999996,0.1451737268080444,-2.3961313297127758
4,Extension,96,75.05199999999999,57.98670716395209,185.07199999999997,94.42869316752778,1739.6012149185626,2.3823965226719728,96,64.219,735.5096,0.09226618591596986,-2.3040661038739483
4,Extension,99,-272.41,-281.06924822382257,449.23,290.05631000697065,-8432.077446714677,2.3660266094454996,99,65.512,-2669.6180000000004,-0.27207329243632383,-2.920857650461432
4,Extension,100,159.3225,156.2369083641069,-136.5175,68.0269076231263,4687.107250923207,2.3591261059243753,100,65.943,1561.3605,0.14143722284942656,-2.0409151197011983
4,Extension,103,72.848,73.4194142736356,301.28000000000003,109.48253387364352,2202.582428209068,2.3341224209854268,103,67.236,713.9104000000001,0.06422971254541202,-2.182352581085848
4,Extension,106,67.86600000000001,70.31873348963826,-80.7,85.18044465904704,2109.562004689148,2.3027210687334176,106,68.529,665.0868000000002,0.10949024707711816,-2.205333950844759
4,Extension,109,-20.072499999999998,-22.222119676623556,297.9175,64.18547703435901,-666.6635902987068,2.265008118092189,109,69.822,-196.7105,0.1485915543259823,-2.478977038228257
4,Extension,110,388.1,385.93743825364476,-94.15,11.859927640228353,11578.123147609344,2.2510519301456493,110,70.253,3803.3800000000006,0.24604335422395543,-1.361669256264006
4,Extension,112,-307.27,-324.8934967750566,320.11,333.5225518091696,-9746.804903251697,2.2210869376380535,112,71.115,-3011.246,-0.35302539991481574,-2.823896592932883
4,Extension,113,132.0675,131.96024038383212,-299.935,-39.023758278131105,3958.807211514964,2.205087260703992,113,71.546,1294.2615,0.34080980838647,-2.157670696741473
4,Extension,116,18.636000000000003,15.134713641705957,183.99599999999998,38.89116385565871,454.041409251179,2.1530786003544815,116,72.839,182.63280000000003,0.19570001997973924,-2.3042523679072042
4,Extension,119,-25.113999999999997,-13.632545065736451,-10.222000000000003,55.090806784212326,-408.9763519720935,2.095168501220057,119,74.132,-246.1172,0.1655295892939393,-2.300804970445108
4,Extension,122,-281.975,-269.1296484641103,162.745,142.26016892388327,-8073.889453923309,2.0315156908571668,122,75.425,-2763.3550000000005,0.0031842085988629254,-2.8264779896661594
4,Extension,123,106.76333333333334,107.2258750847404,133.60333333333332,30.507701440287388,3216.7762525422127,2.00905163983406,123,75.856,1046.2806666666668,0.2113134920065917,-1.904907139455887
4,Extension,126,-73.05,-76.2227688366323,-37.122,98.56808449151538,-2286.6830650989696,1.9380159282141158,126,77.149,-715.89,0.0845569283988401,-2.2468198642704755
4,Extension,129,-100.63999999999999,-117.70213128082484,371.21999999999997,125.0055647337125,-3531.0639384247456,1.8616682496447723,129,78.442,-986.2719999999999,0.035319413184939585,-2.243266748954336
4,Extension,132,-232.29999999999998,-223.76182385481408,-155.3475,151.89692083128483,-6712.854715644422,1.7802178678061256,132,79.735,-2276.54,-0.014763406465296336,-2.4237606366908357
4,Extension,133,65.12,46.7084847963863,177.54,209.1856353287507,1401.254543891589,1.7519720015169529,133,80.166,638.176,-0.12145867113547265,-1.4930971999040406
4,Extension,136,-236.91,-228.08615570033368,286.754,226.2618394168966,-6842.58467101001,1.664067622778343,136,81.459,-2321.7180000000003,-0.1532616209961693,-2.1818343399619544
4,Extension,139,-279.68600000000004,-287.25209798391745,326.566,299.7632082158128,-8617.562939517524,1.5716021503536195,139,82.752,-2740.9228000000007,-0.2901515489062728,-2.1265448482110565
